RA,Ano_Ref,Fase,Idade,Gênero,IAA,IEG,IPS,IDA,IPV,IAN,Mat,Por,Ing,IPP,Risco_Defasagem
RA-1239,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1240,2023,FASE 8,20.0,Masculino,,,,,,10.0,,,,,0
RA-1241,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1242,2023,FASE 8,19.0,Feminino,,,,,,10.0,,,,,0
RA-1243,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1244,2023,FASE 8,20.0,Feminino,,,,,,10.0,,,,,0
RA-1245,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1246,2023,FASE 8,20.0,Feminino,,,,,,10.0,,,,,0
RA-1247,2023,FASE 8,21.0,Feminino,,,,,,10.0,,,,,0
RA-1248,2023,FASE 8,20.0,Masculino,,,,,,10.0,,,,,0
RA-1249,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1250,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1251,2023,FASE 8,20.0,Feminino,,,,,,10.0,,,,,0
RA-1252,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1253,2023,FASE 8,23.0,Feminino,,,,,,10.0,,,,,0
RA-1254,2023,FASE 8,19.0,Masculino,,,,,,10.0,,,,,0
RA-1255,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1256,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-1257,2023,FASE 8,18.0,Masculino,,,,,,10.0,,,,,0
RA-1258,2023,FASE 8,24.0,Masculino,,,,,,10.0,,,,,0
RA-1259,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1260,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1261,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1262,2023,FASE 8,19.0,Feminino,,,,,,10.0,,,,,0
RA-1263,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1264,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1265,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-1266,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1267,2023,FASE 8,22.0,Feminino,,,,,,10.0,,,,,0
RA-1268,2023,FASE 8,19.0,Masculino,,,,,,10.0,,,,,0
RA-14,2023,FASE 8,21.0,Masculino,,,,,,10.0,,,,,0
RA-13,2023,FASE 8,18.0,Masculino,,,,,,10.0,,,,,0
RA-12,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-7,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-6,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-5,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-36,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-35,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-34,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-31,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-23,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-88,2023,FASE 8,18.0,Masculino,,,,,,10.0,,,,,0
RA-1269,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-49,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-1270,2023,FASE 8,19.0,Feminino,,,,,,10.0,,,,,0
RA-29,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-17,2023,FASE 8,,Masculino,,,,,,10.0,,,,,0
RA-21,2023,FASE 8,19.0,Masculino,,,,,,10.0,,,,,0
RA-25,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-2,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-1271,2023,FASE 8,18.0,Feminino,,,,,,10.0,,,,,0
RA-1272,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1273,2023,FASE 8,17.0,Feminino,,,,,,10.0,,,,,0
RA-1274,2023,FASE 8,,Feminino,,,,,,10.0,,,,,0
RA-1275,2024,ALFA,8.0,Masculino,10.002,8.6666666665,6.26,8.0,5.446666667,10.0,10.0,6.0,,5.625,0
RA-1276,2024,ALFA,8.0,Feminino,10.002,9.3333333335,3.76,8.0,7.05,10.0,10.0,6.0,,7.5,0
RA-1277,2024,ALFA,8.0,Masculino,10.002,9.0833333335,3.76,8.0,7.046666667,10.0,10.0,6.0,,7.5,0
RA-868,2024,ALFA,8.0,Masculino,8.002,9.75,3.76,7.0,7.213333333,5.0,8.0,6.0,,6.875,1
RA-1278,2024,ALFA,9.0,Masculino,9.002,4.1666666665,3.76,7.5,4.173333333,5.0,8.0,7.0,,5.0,1
RA-1279,2024,ALFA,9.0,Feminino,10.002,10.0,6.26,8.25,7.78,5.0,9.0,7.5,,7.5,1
RA-861,2024,ALFA,9.0,Feminino,9.502,10.0,7.51,10.0,9.73,5.0,10.0,10.0,,8.125,1
RA-862,2024,ALFA,10.0,Masculino,9.002,8.6136363635,7.51,7.5,6.27,5.0,10.0,5.0,,7.1875,1
RA-1280,2024,ALFA,9.0,Masculino,10.002,9.5454545455,6.26,8.5,8.336666667,5.0,10.0,7.0,,7.5,1
RA-1281,2024,ALFA,9.0,Feminino,7.918,9.5454545455,6.26,9.25,7.78,5.0,10.0,8.5,,7.5,1
RA-895,2024,ALFA,9.0,Feminino,9.502,9.5454545455,6.26,9.5,8.113333333,5.0,10.0,9.0,,7.5,1
RA-884,2024,ALFA,8.0,Feminino,10.002,8.818181818,6.26,8.75,8.223333333,5.0,10.0,7.5,,7.5,1
RA-1282,2024,ALFA,9.0,Feminino,9.502,8.1136363635,6.26,9.25,7.89,5.0,10.0,8.5,,7.5,1
RA-889,2024,ALFA,9.0,Masculino,8.502,9.2954545455,6.26,9.75,8.28,5.0,10.0,9.5,,7.5,1
RA-867,2024,ALFA,9.0,Masculino,9.002,7.409090909,7.51,8.5,7.5,5.0,10.0,7.0,,7.5,1
RA-1283,2024,ALFA,10.0,Masculino,10.002,9.230769231,7.51,9.0,8.28,5.0,10.0,8.0,,7.5,1
RA-891,2024,ALFA,10.0,Feminino,10.002,9.0454545455,6.26,8.75,8.003333333,5.0,10.0,7.5,,7.5,1
RA-1284,2024,ALFA,8.0,Feminino,9.002,9.347826087,2.51,10.0,7.89,10.0,10.0,10.0,,7.8125,0
RA-1012,2024,ALFA,9.0,Feminino,9.502,9.523809524,2.51,9.75,8.443333333,5.0,10.0,9.5,,8.125,1
RA-1285,2024,ALFA,7.0,Feminino,10.002,8.830227742999998,2.51,8.0,8.946666667,10.0,8.0,8.0,,7.5,0
RA-1286,2024,ALFA,7.0,Masculino,8.002,5.051759834,2.51,7.0,4.61,10.0,8.0,6.0,,5.3125,0
RA-1287,2024,ALFA,8.0,Feminino,10.002,9.3064182195,2.51,7.75,8.223333333,5.0,8.0,7.5,,8.125,1
RA-1288,2024,ALFA,7.0,Feminino,9.002,7.9813664595,2.51,10.0,7.273333333,10.0,10.0,10.0,,7.1875,0
RA-1289,2024,ALFA,10.0,Feminino,7.002,9.4444444445,7.51,7.75,6.166666667,5.0,9.0,6.5,,5.9375,1
RA-1290,2024,ALFA,9.0,Masculino,10.002,10.0,7.51,8.75,8.28,5.0,10.0,7.5,,7.5,1
RA-1291,2024,ALFA,9.0,Masculino,9.502,9.5,7.51,8.25,7.89,5.0,10.0,6.5,,7.5,1
RA-885,2024,ALFA,9.0,Masculino,8.502,10.0,7.51,8.5,8.28,5.0,10.0,7.0,,7.5,1
RA-1292,2024,ALFA,9.0,Feminino,7.502,4.7727272725,7.51,8.25,7.893333333,5.0,10.0,6.5,,7.1875,1
RA-1293,2024,ALFA,9.0,Feminino,8.002,9.4949494945,7.51,8.5,8.336666667,5.0,8.5,8.5,,6.875,1
RA-888,2024,ALFA,8.0,Masculino,9.002,10.0,6.88,8.5,8.28,5.0,9.0,8.0,,7.5,1
RA-1294,2024,ALFA,10.0,Masculino,9.502,10.0,7.51,7.75,7.553333333,5.0,9.0,6.5,,6.875,1
RA-1009,2024,ALFA,9.0,Masculino,8.002,6.8863636365000005,2.51,7.5,6.553333333,5.0,10.0,5.0,,6.5625,1
RA-1013,2024,ALFA,8.0,Masculino,9.002,5.6937799039999994,2.51,7.75,4.72,5.0,8.0,7.5,,5.0,1
RA-1295,2024,ALFA,8.0,Feminino,10.002,9.5227272725,2.51,7.5,8.28,10.0,7.0,8.0,,7.5,0
RA-1296,2024,ALFA,9.0,Feminino,9.002,8.4444444445,2.51,6.5,8.336666667,5.0,7.5,5.5,,7.5,1
RA-863,2024,ALFA,8.0,Masculino,8.502,3.159090909,2.51,5.5,4.333333333,5.0,10.0,1.0,,4.6875,1
RA-1297,2024,ALFA,8.0,Masculino,9.502,9.761904762,2.51,9.25,6.833333333,5.0,10.0,8.5,,7.5,1
RA-1014,2024,ALFA,8.0,Feminino,8.502,7.8863636365000005,2.51,5.25,7.0,5.0,6.5,4.0,,6.875,1
RA-880,2024,ALFA,8.0,Feminino,9.502,8.445652174,2.51,6.5,7.22,5.0,7.5,5.5,,7.1875,1
RA-886,2024,ALFA,8.0,Feminino,9.502,10.0,8.13,8.75,8.28,5.0,9.0,8.5,,7.5,1
RA-1298,2024,ALFA,8.0,Masculino,9.502,6.643356643500001,7.51,6.75,7.393333333,10.0,7.0,6.5,,7.1875,0
RA-1299,2024,ALFA,10.0,Masculino,8.502,7.638888889,7.51,6.5,7.11,5.0,7.0,6.0,,7.1875,1
RA-904,2024,ALFA,8.0,Feminino,9.502,8.75,7.51,6.0,8.67,5.0,6.0,6.0,,7.5,1
RA-1300,2024,ALFA,8.0,Feminino,8.502,8.75,2.51,9.0,8.613333333,5.0,10.0,8.0,,7.5,1
RA-1301,2024,ALFA,8.0,Masculino,9.502,2.9166666665000003,2.51,7.0,6.0,5.0,10.0,4.0,,7.5,1
RA-1302,2024,ALFA,8.0,Masculino,10.002,5.416666667,2.51,4.0,4.996666667,10.0,4.0,4.0,,6.25,0
RA-1303,2024,ALFA,8.0,Feminino,10.002,10.0,2.51,10.0,9.17,10.0,10.0,10.0,,7.5,0
RA-1304,2024,ALFA,10.0,Feminino,9.002,7.9575163395,8.135,6.0,6.493333333,5.0,6.0,6.0,,7.8125,1
RA-1305,2024,ALFA,10.0,Feminino,8.502,8.710526316,2.51,4.75,8.053333333,5.0,2.0,7.5,,7.8125,1
RA-1306,2024,ALFA,8.0,Feminino,9.002,10.0,8.135,9.75,7.946666667,5.0,10.0,9.5,,7.5,1
RA-702,2024,ALFA,10.0,Feminino,9.002,9.75,2.51,9.25,7.163333333,5.0,10.0,8.5,,7.8125,1
RA-725,2024,ALFA,10.0,Masculino,7.502,7.6710526315,7.51,7.25,6.773333333,5.0,7.0,7.5,,7.5,1
RA-912,2024,ALFA,10.0,Feminino,9.002,9.4736842105,7.51,7.25,6.943333333,5.0,7.0,7.5,,8.125,1
RA-918,2024,ALFA,8.0,Feminino,7.918,8.697368421,2.51,2.75,6.156666667,5.0,1.0,4.5,,5.9375,1
RA-920,2024,ALFA,9.0,Feminino,9.502,7.6710526315,7.51,8.25,8.226666667,5.0,9.0,7.5,,7.1875,1
RA-1307,2024,ALFA,8.0,Masculino,10.002,5.833333333500001,6.255,5.5,5.383333333,10.0,7.0,4.0,,6.25,0
RA-1308,2024,ALFA,9.0,Feminino,10.002,7.445652174,7.51,6.0,5.933333333,5.0,8.0,4.0,,7.5,1
RA-1309,2024,ALFA,7.0,Feminino,9.002,9.1666666665,7.51,7.5,8.223333333,10.0,8.0,7.0,,7.5,0
RA-1310,2024,ALFA,7.0,Feminino,8.502,9.375,2.51,10.0,8.166666667,10.0,10.0,10.0,,7.8125,0
RA-1311,2024,ALFA,8.0,Masculino,9.002,9.166666667,2.51,0.0,8.386666667,10.0,0.0,0.0,,7.5,0
RA-1312,2024,ALFA,9.0,Masculino,10.002,8.333333333,7.51,6.5,8.336666667,5.0,8.0,5.0,,6.25,1
RA-1313,2024,ALFA,8.0,Masculino,9.502,8.125,7.51,6.25,8.446666667,10.0,4.0,8.5,,7.5,0
RA-1314,2024,ALFA,7.0,Feminino,7.418,8.541666667,7.51,9.0,7.443333333,10.0,8.0,10.0,,7.5,0
RA-1315,2024,ALFA,7.0,Masculino,6.834,8.3333333335,7.51,9.0,8.5,10.0,10.0,8.0,,7.5,0
RA-921,2024,ALFA,8.0,Feminino,8.502,8.6631016045,7.51,6.0,7.5,5.0,5.0,7.0,,7.5,1
RA-1316,2024,ALFA,9.0,Feminino,9.002,8.20855615,7.51,7.75,7.5,5.0,9.0,6.5,,7.5,1
RA-1317,2024,ALFA,9.0,Feminino,7.502,7.0721925135,7.51,10.0,7.5,5.0,10.0,10.0,,7.5,1
RA-897,2024,ALFA,10.0,Masculino,7.002,2.7525252525,2.51,6.0,6.66,5.0,5.5,6.5,,6.875,1
RA-908,2024,ALFA,9.0,Feminino,8.502,8.14171123,7.51,4.75,6.83,5.0,3.0,6.5,,7.1875,1
RA-916,2024,ALFA,10.0,Feminino,8.502,7.3320158105,2.51,2.75,6.16,5.0,3.5,2.0,,6.5625,1
RA-924,2024,ALFA,9.0,Masculino,7.002,4.598930481,7.51,7.0,7.415,5.0,7.5,6.5,,7.1875,1
RA-925,2024,ALFA,8.0,Masculino,8.002,7.005347594,7.51,4.75,7.33,5.0,3.0,6.5,,7.1875,1
RA-1008,2024,ALFA,9.0,Masculino,7.002,6.483957219,7.51,7.0,7.5,5.0,6.5,7.5,,7.1875,1
RA-919,2024,ALFA,10.0,Masculino,7.002,4.692513369,6.255,5.25,6.49,5.0,6.5,4.0,,6.875,1
RA-1318,2024,ALFA,8.0,Feminino,8.502,7.6871657755000005,7.51,5.0,7.33,5.0,4.0,6.0,,7.1875,1
RA-1003,2024,ALFA,9.0,Masculino,8.002,8.6944444445,7.51,8.25,7.5,5.0,10.0,6.5,,6.875,1
RA-1004,2024,ALFA,9.0,Feminino,9.502,9.25,7.51,7.5,7.5,5.0,7.5,7.5,,7.5,1
RA-1006,2024,ALFA,9.0,Feminino,8.502,8.4444444445,7.51,5.0,7.5,5.0,5.0,5.0,,7.5,1
RA-1319,2024,ALFA,9.0,Masculino,8.502,5.7516339865,7.51,8.5,7.5,5.0,10.0,7.0,,7.5,1
RA-858,2024,ALFA,9.0,Masculino,9.002,6.833333333500001,2.51,8.25,7.5,5.0,10.0,6.5,,7.5,1
RA-905,2024,ALFA,10.0,Masculino,9.002,7.7794117645,7.51,3.0,6.99,5.0,2.0,4.0,,6.875,1
RA-907,2024,ALFA,9.0,Feminino,9.002,8.9444444445,7.51,8.75,7.5,5.0,10.0,7.5,,7.5,1
RA-1320,2024,ALFA,10.0,Masculino,9.002,9.1666666665,7.51,8.25,7.5,5.0,9.0,7.5,,7.5,1
RA-909,2024,ALFA,11.0,Feminino,10.002,8.1666666665,7.51,8.25,7.5,5.0,10.0,6.5,,6.875,1
RA-729,2024,ALFA,10.0,Feminino,8.002,8.4166666665,2.51,6.0,7.5,5.0,6.0,6.0,,7.5,1
RA-1321,2024,ALFA,7.0,Masculino,9.002,8.875,6.885,8.75,5.915,10.0,10.0,7.5,,6.5625,0
RA-1322,2024,ALFA,8.0,Feminino,9.502,9.0,7.51,7.5,8.165,10.0,8.5,6.5,,8.4375,0
RA-1323,2024,ALFA,9.0,Masculino,10.002,9.0833333335,7.51,7.0,6.66,5.0,10.0,4.0,,6.875,1
RA-1324,2024,ALFA,9.0,Masculino,10.002,10.0,7.51,8.5,8.0,5.0,10.0,7.0,,7.8125,1
RA-931,2024,ALFA,9.0,Masculino,7.918,8.5833333335,2.51,8.5,6.83,5.0,8.0,9.0,,7.5,1
RA-1325,2024,ALFA,8.0,Masculino,9.002,9.5227272725,7.51,10.0,7.915,10.0,10.0,10.0,,8.4375,0
RA-1326,2024,ALFA,8.0,Feminino,9.002,9.2916666665,7.51,4.5,7.245,10.0,0.0,9.0,,7.8125,0
RA-1327,2024,ALFA,7.0,Feminino,9.002,9.3333333335,7.51,7.5,7.325,10.0,10.0,5.0,,7.8125,0
RA-1328,2024,ALFA,8.0,Feminino,8.502,8.2083333335,7.51,10.0,7.83,5.0,10.0,10.0,,7.5,1
RA-1329,2024,ALFA,8.0,Masculino,9.502,10.0,7.51,6.5,6.66,10.0,10.0,3.0,,6.5625,0
RA-1330,2024,ALFA,8.0,Feminino,10.002,9.3333333335,7.51,9.5,7.915,10.0,10.0,9.0,,8.4375,0
RA-1331,2024,ALFA,7.0,Feminino,9.002,7.291666666499999,7.51,7.25,7.245,10.0,8.0,6.5,,8.4375,0
RA-944,2024,ALFA,10.0,Feminino,9.002,7.25,7.51,9.0,7.75,5.0,10.0,8.0,,8.75,1
RA-1332,2024,ALFA,10.0,Masculino,8.502,9.411764706,7.51,8.25,7.665,5.0,10.0,6.5,,9.375,1
RA-754,2024,ALFA,11.0,Masculino,8.502,6.25,5.625,6.25,4.75,5.0,6.0,6.5,,2.5,1
RA-1333,2024,ALFA,9.0,Masculino,7.502,10.0,6.255,9.25,7.75,5.0,10.0,8.5,,9.375,1
RA-934,2024,ALFA,9.0,Feminino,9.502,9.75,7.51,8.5,7.75,5.0,10.0,7.0,,9.375,1
RA-1334,2024,ALFA,9.0,Masculino,10.002,10.0,5.625,9.0,7.75,5.0,10.0,8.0,,9.375,1
RA-941,2024,ALFA,9.0,Feminino,8.002,9.25,5.01,8.75,7.665,5.0,10.0,7.5,,8.125,1
RA-756,2024,ALFA,11.0,Masculino,10.002,8.75,7.51,5.5,7.24,5.0,10.0,1.0,,8.125,1
RA-1335,2024,ALFA,10.0,Masculino,9.002,9.75,7.51,8.75,7.665,5.0,10.0,7.5,,9.375,1
RA-773,2024,ALFA,10.0,Feminino,10.002,8.75,2.51,5.0,6.575,5.0,8.0,2.0,,7.5,1
RA-938,2024,ALFA,10.0,Masculino,9.502,9.544513457499999,7.51,7.75,7.665,5.0,10.0,5.5,,8.125,1
RA-1336,2024,ALFA,8.0,Feminino,9.502,6.2008281575,2.51,9.5,7.75,5.0,10.0,9.0,,7.5,1
RA-1337,2024,ALFA,10.0,Masculino,8.002,4.722222222,7.51,6.0,5.66,5.0,6.0,6.0,,6.875,1
RA-1338,2024,ALFA,8.0,Masculino,8.002,8.6607142855,7.51,3.0,5.33,5.0,2.0,4.0,,6.875,1
RA-1339,2024,ALFA,8.0,Feminino,8.502,10.0,6.885,8.75,5.33,5.0,10.0,7.5,,5.0,1
RA-1340,2024,ALFA,8.0,Feminino,9.502,8.392857143,7.51,10.0,7.0,10.0,10.0,10.0,,5.625,0
RA-1341,2024,ALFA,9.0,Masculino,10.002,9.246031746,7.51,10.0,6.0,5.0,10.0,10.0,,5.625,1
RA-947,2024,ALFA,9.0,Masculino,9.002,7.619047619,7.51,4.5,4.58,5.0,4.0,5.0,,5.625,1
RA-1342,2024,ALFA,8.0,Masculino,9.502,9.761904762,7.51,9.0,5.575,5.0,10.0,8.0,,7.5,1
RA-1343,2024,ALFA,7.0,Feminino,8.002,10.0,7.51,9.75,8.5,10.0,10.0,9.5,,6.25,0
RA-1344,2024,ALFA,8.0,Feminino,8.502,10.0,7.51,10.0,9.425,10.0,10.0,10.0,,8.75,0
RA-945,2024,ALFA,9.0,Masculino,9.002,9.511904762,2.51,8.75,6.83,5.0,10.0,7.5,,7.5,1
RA-946,2024,ALFA,8.0,Masculino,9.502,8.7976190475,2.51,4.5,7.835,5.0,3.0,6.0,,7.5,1
RA-1345,2024,ALFA,9.0,Masculino,8.502,9.4590643275,7.51,6.25,6.83,5.0,6.0,6.5,,6.25,1
RA-771,2024,ALFA,9.0,Feminino,8.502,6.619047619,3.135,6.5,6.08,5.0,6.5,6.5,,5.625,1
RA-1346,2024,ALFA,8.0,Masculino,9.502,8.0595238095,7.51,5.5,6.66,10.0,5.0,6.0,,6.25,0
RA-1347,2024,ALFA,9.0,Masculino,8.502,8.7857142855,2.51,5.0,6.165,5.0,5.0,5.0,,5.625,1
RA-949,2024,ALFA,9.0,Feminino,9.002,8.7857142855,7.51,6.5,6.495,5.0,6.0,7.0,,6.25,1
RA-950,2024,ALFA,9.0,Feminino,9.502,9.023809524,7.51,7.0,8.0,5.0,7.5,6.5,,6.875,1
RA-951,2024,ALFA,8.0,Feminino,10.002,9.0357142855,2.51,4.0,7.325,5.0,5.0,3.0,,6.25,1
RA-1002,2024,ALFA,10.0,Feminino,9.002,7.833333333500001,7.51,9.25,8.25,5.0,10.0,8.5,,7.5,1
RA-774,2024,ALFA,10.0,Feminino,10.002,6.3928571430000005,2.51,3.75,6.405,5.0,2.0,5.5,,6.25,1
RA-749,2024,ALFA,10.0,Masculino,9.502,9.7368421055,8.13,8.75,7.665,5.0,10.0,7.5,,8.4375,1
RA-929,2024,ALFA,9.0,Feminino,9.002,9.4736842105,7.51,6.75,7.58,5.0,7.0,6.5,,8.125,1
RA-930,2024,ALFA,9.0,Masculino,8.502,9.7368421055,7.51,8.0,7.5,5.0,8.0,8.0,,7.8125,1
RA-787,2024,ALFA,10.0,Masculino,9.002,9.75,7.51,7.25,7.325,5.0,10.0,4.5,,7.1875,1
RA-1348,2024,ALFA,8.0,Masculino,7.502,8.5913312695,7.51,9.0,7.83,5.0,10.0,8.0,,8.75,1
RA-935,2024,ALFA,10.0,Masculino,9.502,10.0,7.51,8.5,7.83,5.0,10.0,7.0,,8.75,1
RA-1349,2024,ALFA,10.0,Masculino,8.002,8.388888889,7.51,8.5,7.915,5.0,10.0,7.0,,8.4375,1
RA-937,2024,ALFA,9.0,Feminino,10.002,10.0,9.38,7.5,7.83,5.0,8.0,7.0,,8.75,1
RA-1350,2024,ALFA,10.0,Feminino,8.502,10.0,8.755,8.5,7.83,5.0,10.0,7.0,,8.4375,1
RA-1351,2024,ALFA,9.0,Masculino,9.002,9.230769231,8.13,8.75,7.665,5.0,10.0,7.5,,8.4375,1
RA-959,2024,ALFA,9.0,Masculino,10.002,9.7368421055,7.51,9.5,7.5,5.0,10.0,9.0,,7.8125,1
RA-1352,2024,ALFA,9.0,Masculino,10.002,9.5,8.13,8.5,7.665,5.0,8.0,9.0,,8.4375,1
RA-1353,2024,ALFA,10.0,Feminino,8.002,9.5,7.51,3.0,6.08,5.0,3.5,2.5,,6.875,1
RA-1354,2024,ALFA,10.0,Feminino,9.502,8.3636363635,7.51,6.0,7.335,5.0,6.5,5.5,,8.125,1
RA-979,2024,ALFA,9.0,Masculino,9.502,9.5227272725,7.51,8.25,7.335,5.0,9.5,7.0,,8.125,1
RA-1355,2024,ALFA,10.0,Masculino,10.002,6.5227272725,7.51,7.0,7.17,5.0,8.0,6.0,,8.125,1
RA-971,2024,ALFA,9.0,Masculino,7.418,7.909090909,7.51,6.75,6.085,5.0,8.5,5.0,,7.5,1
RA-972,2024,ALFA,9.0,Masculino,9.502,8.3863636365,7.51,6.75,7.17,5.0,8.0,5.5,,8.75,1
RA-965,2024,ALFA,10.0,Feminino,9.002,6.4772727275,7.51,2.25,6.83,5.0,2.0,2.5,,8.75,1
RA-973,2024,ALFA,10.0,Masculino,10.002,9.318181818,7.51,3.75,6.585,5.0,6.5,1.0,,7.5,1
RA-1356,2024,ALFA,8.0,Feminino,9.002,9.4444444445,7.51,5.5,7.085,10.0,5.5,5.5,,8.125,0
RA-966,2024,ALFA,10.0,Masculino,9.502,8.568181818,7.51,9.0,7.335,5.0,9.5,8.5,,8.125,1
RA-1357,2024,ALFA,9.0,Masculino,8.002,7.5,7.51,6.75,7.335,5.0,8.0,5.5,,8.125,1
RA-969,2024,ALFA,9.0,Masculino,9.002,7.8636363634999995,7.51,7.25,7.335,5.0,9.0,5.5,,8.125,1
RA-1358,2024,ALFA,7.0,Feminino,9.168,7.380952381,5.01,4.0,6.17,10.0,4.0,4.0,,6.25,0
RA-1359,2024,ALFA,7.0,Feminino,8.502,9.0,5.635,6.0,6.17,10.0,4.0,8.0,,5.625,0
RA-1360,2024,ALFA,8.0,Masculino,8.502,7.0018115945,7.51,5.0,6.42,10.0,0.0,10.0,,5.625,0
RA-1361,2024,ALFA,8.0,Feminino,9.502,9.375,5.635,10.0,8.0,10.0,10.0,10.0,,7.5,0
RA-975,2024,ALFA,8.0,Feminino,8.502,7.708333333500001,5.01,8.0,7.33,5.0,8.0,8.0,,6.875,1
RA-1362,2024,ALFA,7.0,Masculino,10.002,6.875,5.635,8.5,6.915,10.0,8.0,9.0,,6.875,0
RA-977,2024,ALFA,8.0,Feminino,10.002,7.291666666499999,6.26,7.0,7.58,5.0,5.0,9.0,,6.875,1
RA-1363,2024,ALFA,7.0,Feminino,7.418,10.0,5.635,6.5,6.99,10.0,6.5,6.5,,6.875,0
RA-981,2024,ALFA,8.0,Feminino,9.002,7.010869565,6.26,6.0,6.99,5.0,6.0,6.0,,6.25,1
RA-1364,2024,ALFA,9.0,Masculino,8.002,8.4166666665,7.51,8.75,6.99,5.0,9.5,8.0,,6.875,1
RA-1365,2024,ALFA,9.0,Masculino,9.002,9.7916666665,6.26,6.5,6.99,5.0,5.5,7.5,,6.875,1
RA-1366,2024,ALFA,8.0,Feminino,9.002,6.6032608695,7.51,6.5,6.99,5.0,6.5,6.5,,7.5,1
RA-974,2024,ALFA,8.0,Masculino,9.502,9.282608695499999,7.51,6.5,7.5,5.0,6.0,7.0,,7.5,1
RA-1367,2024,ALFA,8.0,Feminino,10.002,8.3804347825,7.51,8.75,7.5,10.0,9.0,8.5,,7.5,0
RA-1368,2024,ALFA,8.0,Masculino,7.002,10.0,7.51,9.5,7.5,10.0,10.0,9.0,,7.5,0
RA-1369,2024,ALFA,7.0,Feminino,8.502,8.6304347825,6.26,8.0,7.5,10.0,8.0,8.0,,7.5,0
RA-978,2024,ALFA,8.0,Feminino,9.502,9.5,6.26,6.5,7.5,5.0,6.0,7.0,,6.875,1
RA-1370,2024,ALFA,9.0,Masculino,10.002,8.722222222,7.51,9.0,7.5,5.0,10.0,8.0,,7.5,1
RA-1371,2024,ALFA,11.0,Feminino,7.502,6.9782608695,7.51,4.5,7.5,5.0,3.0,6.0,,6.875,1
RA-1372,2024,ALFA,8.0,Feminino,9.502,10.0,8.13,4.75,7.5,10.0,3.0,6.5,,7.5,0
RA-1373,2024,ALFA,9.0,Feminino,9.502,8.8804347825,7.51,6.75,7.5,5.0,6.0,7.5,,7.5,1
RA-1374,2024,ALFA,9.0,Masculino,9.502,9.347826087,7.51,5.25,7.5,5.0,5.0,5.5,,7.5,1
RA-1375,2024,ALFA,9.0,Masculino,9.502,10.0,7.51,8.25,7.5,5.0,10.0,6.5,,7.5,1
RA-1376,2024,ALFA,9.0,Masculino,9.002,9.6153846155,7.51,9.75,7.5,5.0,10.0,9.5,,7.5,1
RA-994,2024,ALFA,9.0,Feminino,9.002,9.532608695499999,6.88,8.25,7.33,5.0,10.0,6.5,,6.875,1
RA-1377,2024,ALFA,8.0,Masculino,9.002,10.0,8.13,5.5,6.99,10.0,5.0,6.0,,6.875,0
RA-1378,2024,ALFA,10.0,Feminino,9.002,9.2857142855,8.13,6.75,7.5,5.0,7.5,6.0,,7.5,1
RA-1379,2024,ALFA,8.0,Masculino,9.502,8.6842105265,3.755,7.25,5.16,5.0,8.5,6.0,,5.9375,1
RA-1380,2024,ALFA,8.0,Masculino,9.502,8.784461152999999,4.385,8.0,7.5,10.0,10.0,6.0,,7.1875,0
RA-770,2024,ALFA,9.0,Masculino,10.002,9.022556391,7.51,5.0,7.5,5.0,4.0,6.0,,7.5,1
RA-1381,2024,ALFA,8.0,Feminino,9.502,10.0,8.13,9.5,7.5,10.0,10.0,9.0,,8.75,0
